"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042098","GO:0042098","T cell proliferation","9/4298","33/17744",0.272727272727273,1.12593595329752,0.40938821902263,0.405452007311163,0.795010578720867,0.689256102368496,"zgc:153911/cd276/lgals9l3/il15/zgc:153759/zgc:153631/sh3rf1/si:ch211-67e16.3/si:dkey-192g7.3",9
"GO:0060914","GO:0060914","heart formation","9/4298","33/17744",0.272727272727273,1.12593595329752,0.40938821902263,0.405452007311163,0.795010578720867,0.689256102368496,"atp1a1a.1/slit2/fn1b/fn1a/robo1/snai1b/pdgfra/glrx2/lamb1a",9
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","14/4298","53/17744",0.264150943396226,1.09052916231332,0.373164587732981,0.405687741848907,0.795010578720867,0.689256102368496,"stmn1a/atat1/gsk3ab/stmn1b/mapre1a/apc/map1b/mid1/ska3/tpx2/gas2l1/zgc:162200/mapre2/ska2",14
"GO:0006023","GO:0006023","aminoglycan biosynthetic process","10/4298","37/17744",0.27027027027027,1.11579238615069,0.398619509464982,0.405982536439919,0.795010578720867,0.689256102368496,"b3gat3/extl3/chst11/has2/csgalnact1a/pxylp1/b3gnt7l/xylt2/xylt1/chsy1",10
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","10/4298","37/17744",0.27027027027027,1.11579238615069,0.398619509464982,0.405982536439919,0.795010578720867,0.689256102368496,"nr4a1/gnmt/pdk3a/ppp1r3cb/arpp19a/ppp1r3b/akr1a1b/rreb1a/ppp1r3ca/pdk3b",10
"GO:0033044","GO:0033044","regulation of chromosome organization","10/4298","37/17744",0.27027027027027,1.11579238615069,0.398619509464982,0.405982536439919,0.795010578720867,0.689256102368496,"aurkb/ttk/ufm1/cdc27/anapc1/bub1/ten1/axin2/anapc11/uchl5",10
"GO:0051875","GO:0051875","pigment granule localization","10/4298","37/17744",0.27027027027027,1.11579238615069,0.398619509464982,0.405982536439919,0.795010578720867,0.689256102368496,"nsfa/zgc:91968/arl6/prickle2b/exoc5/rab8a/mlpha/bbip1/adcy3a/ift27",10
"GO:0001510","GO:0001510","RNA methylation","13/4298","49/17744",0.26530612244898,1.09529824028262,0.377665937133807,0.406006448507456,0.795010578720867,0.689256102368496,"trmt61a/larp7/trmt10a/nop2/emg1/ftsj1/thumpd3/dalrd3/mettl5/tfb2m/mettl1/wdr4/trmt61b",13
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","13/4298","49/17744",0.26530612244898,1.09529824028262,0.377665937133807,0.406006448507456,0.795010578720867,0.689256102368496,"foxm1/chmp4bb/cdc25b/ints3/dtl/aurkb/cenpf/mastl/cdk6/chfr/stk35/cdk4/ccnd1",13
"GO:0043039","GO:0043039","tRNA aminoacylation","12/4298","45/17744",0.266666666666667,1.10091515433535,0.383211434533787,0.406191233668585,0.795010578720867,0.689256102368496,"hars/qars1/tars1/qrsl1/yars1/gatc/eprs1/nars1/dalrd3/dars1/lars2/sars2",12
"GO:0006721","GO:0006721","terpenoid metabolic process","11/4298","41/17744",0.268292682926829,1.10762805161788,0.390071437160877,0.406201971894405,0.795010578720867,0.689256102368496,"tle3a/rdh10b/dhrs9/bco2l/lef1/fdps/bco2b/pecr/apc/cyp26b1/hmgcs1",11
"GO:0015807","GO:0015807","L-amino acid transport","11/4298","41/17744",0.268292682926829,1.10762805161788,0.390071437160877,0.406201971894405,0.795010578720867,0.689256102368496,"slc1a4/ttyh3b/slc25a55b/slc25a22a/slc3a2b/slc7a2/slc7a6/slc6a15/slc25a15a/slc1a5/slc25a12",11
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","32/4298","126/17744",0.253968253968254,1.04849062317652,0.308826751799806,0.412417658093904,0.806644412242915,0.699342371612753,"psme1/sycp1/gnl3/rb1/chmp4bb/ambra1a/cdc25b/psme3/ints3/kank2/dtl/pla2g4aa/trip13/psme2/tp53/tipin/aurkb/plk3/ttk/cenpf/id2a/cdk6/chfr/bub1/cdk17/dbf4b/stk35/cdk4/ccne2/ccnd1/anapc11/eif2ak4",32
"GO:0140546","GO:0140546","defense response to symbiont","60/4298","240/17744",0.25,1.03210795718939,0.283139083641298,0.413180679829374,0.807605131429652,0.700175293311966,"mapkapk2a/stat1a/il15l/caspa/mapk8b/myd88/ythdf2/msrb1a/ifnphi1/traf6/rps19/rnf185/zgc:153935/socs1a/pycard/tlr18/parp14rs1/sod2/rpl11/msrb1b/saa/tnfaip8l2b/btr02/cptp/cxcl14/akirin2/trim62.1/btr04/trim108/masp1/h2ax1/unc93b1/zgc:153151/gch1/cnpy3/cnbpb/cybc1/tlr8b/defbl1/tnfaip8l2a/stat1b/ankhd1/cd248b/si:dkey-10c21.1/wfdc2/si:ch211-66k16.27/stmp1/si:dkey-237j10.2/btr31/trim35-24/csf1ra/fadd/tbk1/cd248a/ripk2/trim25/cxcl8a/si:ch211-196f2.6/hist1h2a1/si:dkey-108k21.15",60
"GO:0007498","GO:0007498","mesoderm development","28/4298","110/17744",0.254545454545455,1.05087355641102,0.302596013093856,0.417169815778455,0.814866221352919,0.706470493241898,"rab23/kmt2a/gpr22a/churc1/fgfr1a/fgfr1b/acvr1l/snrkb/cdh2/eif4g2a/tncb/smad3a/tll1/epha3/klf2b/klf2a/gadd45aa/bcl9l/dact2/fgfr2/furina/quo/nomo/rela/lpar1/lamb1a/ndr2/notch1a",28
"GO:0006310","GO:0006310","DNA recombination","41/4298","163/17744",0.251533742331288,1.03843990784699,0.278743360458886,0.42003918449204,0.819159889105124,0.710193005594515,"gins2/ruvbl1/rpa3/sycp1/mcm3/nsmce4a/top2a/trip13/sem1/h2ax/parpbp/si:dkey-261m9.12/histh1l1/rpa2/wdr48b/h1-0/zfyve26/msrb1b/ube2nb/si:ch211-113a14.24/si:ch211-113a14.18/h1-10/zgc:110425/nhej1/actr2b/h1l1/prkdc/si:dkey-108k21.10/nsmce2/ppp4cb/cenpx/hrob/zgc:153405/nipbla/nsmce1/mcm7/si:dkey-23a13.17/histh1l2/si:ch73-368j24.11/si:dkey-23a13.9/si:ch73-368j24.12",41
"GO:0046942","GO:0046942","carboxylic acid transport","41/4298","163/17744",0.251533742331288,1.03843990784699,0.278743360458886,0.42003918449204,0.819159889105124,0.710193005594515,"slc1a4/ttyh3b/slc7a10a/slc25a55b/fabp4a/slco3a1a/sfxn1/slc25a22a/fabp3/mpc2b/slc25a10b/sfxn5b/crabp2b/lrrc8aa/slc19a1/fabp7b/crabp1b/mfsd2ab/slc3a2b/slc7a2/slc13a5b/slc51a/lrrc8ab/slc7a6/slco2b1/slc17a5/abcc4/slc6a15/slc25a15a/slc16a1b/crabp2a/abcd1/slc16a12b/rbp7a/mpc1/slc1a5/slc25a12/lrrc8da/fabp1b.2/abcd3a/slc27a1b",41
"GO:0000165","GO:0000165","MAPK cascade","54/4298","216/17744",0.25,1.03210795718939,0.268425361667941,0.420195109726088,0.819159889105124,0.710193005594515,"mapk14a/adcyap1a/nf1b/spred2b/cd74a/mapk8b/nf1a/map3k15/kdr/braf/dusp5/map3k7/erbb2/fgf10a/cnn2/hrh3/cd74b/pigp/si:ch211-121a2.2/c5ar1/smpd2a/tnfrsf19/fgf16/alkal2b/egfl6/styx/fgf7/raf1b/map2k4a/f2rl1.1/sh3rf1/dusp6/wnt7bb/insrb/itgb1a/map3k14a/mdfic/lamtor1/smarca4a/mapk9/f2rl1.2/cd44a/pde8a/dusp2/edar/map2k6/dusp1/grap2b/mapk8ip1a/csf1ra/mapkbp1/spry1/ripk2/kdrl",54
"GO:0032886","GO:0032886","regulation of microtubule-based process","22/4298","86/17744",0.255813953488372,1.0561104678217,0.294898482281291,0.424838765781924,0.827669490582358,0.717570636664965,"stmn1a/atat1/plk4/gsk3ab/chordc1b/stmn1b/cfap298/mapre1a/mdm1/apc/map1b/mid1/ska3/alms1/tpx2/gas2l1/zgc:162200/fbxw5/mapre2/cfap20/ccnf/ska2",22
"GO:0072659","GO:0072659","protein localization to plasma membrane","19/4298","74/17744",0.256756756756757,1.06000276684316,0.292428058245909,0.42896037331508,0.828923038860507,0.718657434530872,"scrib/tspan33a/pals1a/ehd1b/sys1/ap1b1/pkp2/rilpl2/hycc1/tesca/tescb/rab13/rab34a/golph3a/ramp1/zdhhc3b/rnf121/tmem150aa/efr3bb",19
"GO:0050931","GO:0050931","pigment cell differentiation","17/4298","66/17744",0.257575757575758,1.0633839558921,0.291665406622913,0.431829581611098,0.828923038860507,0.718657434530872,"aqp3a/dennd5a/cdh2/mitfb/hipk2/alkal2b/sox9b/gdf6a/tyrp1b/gfpt1/tfap2a/h2az2a/gch2/ece2b/csf1ra/med12/igsf11",17
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","74/4298","299/17744",0.247491638795987,1.02175235895672,0.214465108728652,0.437453006940727,0.828923038860507,0.718657434530872,"hsd17b8/echs1/tle3a/cryl1/elovl6/ptgs2a/acaa1/pgam1a/ptgs2b/acsl4b/ech1/pck1/pdk3a/ndufab1b/hsd17b12a/hacd3/dhtkd1/ilvbl/pnpo/hsd17b10/dse/acoxl/slc7a3a/eno1a/lias/hagh/idh1/dbi/pfkpa/aldh3a2a/hyi/scdb/hadh/lipg/lef1/gcdha/ptges3a/elovl6l/acadm/eno3/tpi1b/aldob/slco2b1/ndufab1a/olah/apc/ptgis/hadhab/acacb/adpgk2/adpgk/ptgesl/cyp7a1/alox12/ehhadh/insrb/abcd1/tysnd1/cyp26b1/si:dkey-238o13.4/lpla/acadl/ptges3b/daglb/mpc1/aclya/pkma/pdk3b/elovl1a/hk2/etfa/abcd3a/slc27a1b/park7",74
"GO:0006096","GO:0006096","glycolytic process","12/4298","46/17744",0.260869565217391,1.07698221619762,0.295567996976164,0.439459319157168,0.828923038860507,0.718657434530872,"pgam1a/dhtkd1/eno1a/pfkpa/eno3/tpi1b/aldob/adpgk2/adpgk/insrb/pkma/hk2",12
"GO:0043038","GO:0043038","amino acid activation","12/4298","46/17744",0.260869565217391,1.07698221619762,0.295567996976164,0.439459319157168,0.828923038860507,0.718657434530872,"hars/qars1/tars1/qrsl1/yars1/gatc/eprs1/nars1/dalrd3/dars1/lars2/sars2",12
"GO:0046032","GO:0046032","ADP catabolic process","12/4298","46/17744",0.260869565217391,1.07698221619762,0.295567996976164,0.439459319157168,0.828923038860507,0.718657434530872,"pgam1a/dhtkd1/eno1a/pfkpa/eno3/tpi1b/aldob/adpgk2/adpgk/insrb/pkma/hk2",12
"GO:0001935","GO:0001935","endothelial cell proliferation","11/4298","42/17744",0.261904761904762,1.08125595515079,0.298070403248324,0.44105930365957,0.828923038860507,0.718657434530872,"itgav/tgfbr1a/aplnrb/tgfbr1b/loxl2a/loxl2b/cav2/tnmd/nr2f1a/mydgf/hspg2",11
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","11/4298","42/17744",0.261904761904762,1.08125595515079,0.298070403248324,0.44105930365957,0.828923038860507,0.718657434530872,"chmp4bb/cdc25b/ints3/dtl/aurkb/cenpf/cdk6/chfr/stk35/cdk4/ccnd1",11
"GO:0034620","GO:0034620","cellular response to unfolded protein","11/4298","42/17744",0.261904761904762,1.08125595515079,0.298070403248324,0.44105930365957,0.828923038860507,0.718657434530872,"si:ch211-282j22.3/atf6/rpap2/hspb8/ern2/parp8/wfs1b/zgc:92744/serp1/atf6b/hspa5",11
"GO:0050920","GO:0050920","regulation of chemotaxis","11/4298","42/17744",0.261904761904762,1.08125595515079,0.298070403248324,0.44105930365957,0.828923038860507,0.718657434530872,"nop56/robo2/cxcl12a/rac2/cxcr4b/rbpms2a/f2rl1.1/camk1da/macir/nrp1a/csf1ra",11
"GO:0072665","GO:0072665","protein localization to vacuole","11/4298","42/17744",0.261904761904762,1.08125595515079,0.298070403248324,0.44105930365957,0.828923038860507,0.718657434530872,"stam/lamp2/m6pr/cacng2a/lamtor4/kics2/snf8/vps25/glmp/hspa8/vps28",11
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","10/4298","38/17744",0.263157894736842,1.08642942862041,0.301538929481801,0.442676672113257,0.828923038860507,0.718657434530872,"sult1st4/sult1st1/tph1a/tph1b/qdpra/ddt/tyrp1b/duox/sult1st7/sult1st9",10
"GO:0060037","GO:0060037","pharyngeal system development","10/4298","38/17744",0.263157894736842,1.08642942862041,0.301538929481801,0.442676672113257,0.828923038860507,0.718657434530872,"prdm1a/itgav/itga5/wnt11/fn1a/rarga/pknox1.2/smad5/rerea/dlx2a",10
"GO:0070661","GO:0070661","leukocyte proliferation","10/4298","38/17744",0.263157894736842,1.08642942862041,0.301538929481801,0.442676672113257,0.828923038860507,0.718657434530872,"zgc:153911/cd276/asxl1/lgals9l3/il15/zgc:153759/zgc:153631/sh3rf1/si:ch211-67e16.3/si:dkey-192g7.3",10
"GO:0009112","GO:0009112","nucleobase metabolic process","9/4298","34/17744",0.264705882352941,1.09282018996524,0.306282941414623,0.444302509547614,0.828923038860507,0.718657434530872,"ppat/prtfdc1b/cmpk/ctps1a/adka/dhodh/adkb/ctps1b/uraha",9
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","9/4298","34/17744",0.264705882352941,1.09282018996524,0.306282941414623,0.444302509547614,0.828923038860507,0.718657434530872,"zgc:153911/cd276/lgals9l3/il15/zgc:153759/zgc:153631/sh3rf1/si:ch211-67e16.3/si:dkey-192g7.3",9
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","9/4298","34/17744",0.264705882352941,1.09282018996524,0.306282941414623,0.444302509547614,0.828923038860507,0.718657434530872,"zgc:153911/cd276/lgals9l3/il15/zgc:153759/zgc:153631/sh3rf1/si:ch211-67e16.3/si:dkey-192g7.3",9
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","9/4298","34/17744",0.264705882352941,1.09282018996524,0.306282941414623,0.444302509547614,0.828923038860507,0.718657434530872,"zgc:153911/cd276/lgals9l3/il15/zgc:153759/zgc:153631/sh3rf1/si:ch211-67e16.3/si:dkey-192g7.3",9
"GO:0140056","GO:0140056","organelle localization by membrane tethering","9/4298","34/17744",0.264705882352941,1.09282018996524,0.306282941414623,0.444302509547614,0.828923038860507,0.718657434530872,"exoc4/stx2a/stx5a/stx11b.1/esyt2a/esyt1a/stx11a/stx4/vapb",9
"GO:1903829","GO:1903829","positive regulation of protein localization","9/4298","34/17744",0.264705882352941,1.09282018996524,0.306282941414623,0.444302509547614,0.828923038860507,0.718657434530872,"larp7/edn1/ier3ip1/cdk9/mffa/mesd/tomm7/oaz1a/entr1",9
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","8/4298","30/17744",0.266666666666667,1.10091515433535,0.312758321937415,0.445920959973091,0.828923038860507,0.718657434530872,"ugp2b/ppp1r3cb/has2/ppp1r3b/gyg1b/ndst2b/ppp1r3ca/agla",8
"GO:0002072","GO:0002072","optic cup morphogenesis involved in camera-type eye development","8/4298","30/17744",0.266666666666667,1.10091515433535,0.312758321937415,0.445920959973091,0.828923038860507,0.718657434530872,"fat1a/afap1l2/nid2a/rerea/sox11a/tln1/lmx1ba/plxna1a",8
"GO:0042168","GO:0042168","heme metabolic process","8/4298","30/17744",0.266666666666667,1.10091515433535,0.312758321937415,0.445920959973091,0.828923038860507,0.718657434530872,"fech/snx3/atp5if1b/bdh2/iba57/atp5if1a/tmem14a/tmem14ca",8
"GO:0070201","GO:0070201","regulation of establishment of protein localization","8/4298","30/17744",0.266666666666667,1.10091515433535,0.312758321937415,0.445920959973091,0.828923038860507,0.718657434530872,"uqcc2/nkd1/rhbdf1a/edn1/ier3ip1/mffa/tomm7/oaz1a",8
"GO:0099173","GO:0099173","postsynapse organization","8/4298","30/17744",0.266666666666667,1.10091515433535,0.312758321937415,0.445920959973091,0.828923038860507,0.718657434530872,"grna/dbnla/si:dkey-40c11.2/abhd17ab/mesd/dock10/gphna/tmem108",8
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","8/4298","30/17744",0.266666666666667,1.10091515433535,0.312758321937415,0.445920959973091,0.828923038860507,0.718657434530872,"tnfa/tnfb/eya3/rffl/lgals3b/tnfsf10l4/bida/tnfsf14",8
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","7/4298","26/17744",0.269230769230769,1.11150087697319,0.321667946742372,0.447503374296827,0.828923038860507,0.718657434530872,"mvk/pdk3a/aass/aclya/mvda/pdk3b/hmgcs1",7
"GO:0009119","GO:0009119","ribonucleoside metabolic process","7/4298","26/17744",0.269230769230769,1.11150087697319,0.321667946742372,0.447503374296827,0.828923038860507,0.718657434530872,"gnmt/prtfdc1b/mtap/adka/pnp4a/adkb/cdaa",7
"GO:0031100","GO:0031100","animal organ regeneration","7/4298","26/17744",0.269230769230769,1.11150087697319,0.321667946742372,0.447503374296827,0.828923038860507,0.718657434530872,"top2a/notch2/srebf1/wfs1b/alms1/camk1da/cebpd",7
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","7/4298","26/17744",0.269230769230769,1.11150087697319,0.321667946742372,0.447503374296827,0.828923038860507,0.718657434530872,"mapkapk2a/kdr/rab5c/nrp1b/nrp2b/nrp2a/nrp1a",7
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","7/4298","26/17744",0.269230769230769,1.11150087697319,0.321667946742372,0.447503374296827,0.828923038860507,0.718657434530872,"tll1/gdf6a/lzts2a/tsc22d3/ppp4cb/kcp/snw1",7
"GO:0005978","GO:0005978","glycogen biosynthetic process","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"ugp2b/ppp1r3cb/ppp1r3b/gyg1b/ppp1r3ca/agla",6
"GO:0006817","GO:0006817","phosphate ion transport","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"slc20a1b/slc25a10b/xpr1b/slc34a2b/ankha/slc37a1",6
"GO:0009074","GO:0009074","aromatic amino acid family catabolic process","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"pah/gstz1/qdpra/hpdb/hgd/tat",6
"GO:0009250","GO:0009250","glucan biosynthetic process","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"ugp2b/ppp1r3cb/ppp1r3b/gyg1b/ppp1r3ca/agla",6
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"zgc:153911/cd276/lgals9l3/zgc:153759/zgc:153631/si:dkey-192g7.3",6
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"zgc:153911/cd276/lgals9l3/zgc:153759/zgc:153631/si:dkey-192g7.3",6
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"zgc:153911/cd276/lgals9l3/zgc:153759/zgc:153631/si:dkey-192g7.3",6
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"zgc:153911/cd276/lgals9l3/zgc:153759/zgc:153631/si:dkey-192g7.3",6
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","6/4298","22/17744",0.272727272727273,1.12593595329752,0.334160326572112,0.448995977432221,0.828923038860507,0.718657434530872,"prtfdc1b/mtap/adka/pnp4a/dnph1/adkb",6
"GO:0001569","GO:0001569","branching involved in blood vessel morphogenesis","5/4298","18/17744",0.277777777777778,1.14678661909932,0.352263402854963,0.450291150202644,0.828923038860507,0.718657434530872,"tars1/unc5b/sema3ab/plekhh1/spns2",5
"GO:0002286","GO:0002286","T cell activation involved in immune response","5/4298","18/17744",0.277777777777778,1.14678661909932,0.352263402854963,0.450291150202644,0.828923038860507,0.718657434530872,"cd74a/ifnphi1/cd74b/brd4/cd83",5
"GO:0006301","GO:0006301","postreplication repair","5/4298","18/17744",0.277777777777778,1.14678661909932,0.352263402854963,0.450291150202644,0.828923038860507,0.718657434530872,"dtl/aktip/ube2v2/ube2v1/ube2nb",5
"GO:0035904","GO:0035904","aorta development","5/4298","18/17744",0.277777777777778,1.14678661909932,0.352263402854963,0.450291150202644,0.828923038860507,0.718657434530872,"pard3ab/pthlha/notch1b/notch3/notch1a",5
"GO:1903670","GO:1903670","regulation of sprouting angiogenesis","5/4298","18/17744",0.277777777777778,1.14678661909932,0.352263402854963,0.450291150202644,0.828923038860507,0.718657434530872,"tars1/egfl6/bcar1/itgb1a/arhgap18",5
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"ltv1/eif6/sdad1",3
"GO:0000712","GO:0000712","resolution of meiotic recombination intermediates","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"top2a/msrb1b/cenpx",3
"GO:0001709","GO:0001709","cell fate determination","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"prdm1a/gdf6a/ndr2",3
"GO:0006002","GO:0006002","fructose 6-phosphate metabolic process","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"fbp1a/pfkpa/gfpt1",3
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"clpp/ube2wa/ube2wb",3
"GO:0006582","GO:0006582","melanin metabolic process","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"qdpra/ddt/tyrp1b",3
"GO:0006901","GO:0006901","vesicle coating","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"tfg/pef1/sar1ab",3
"GO:0007164","GO:0007164","establishment of tissue polarity","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"scrib/b9d2/stat3",3
"GO:0009068","GO:0009068","aspartate family amino acid catabolic process","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"gcat/got2a/aass",3
"GO:0009214","GO:0009214","cyclic nucleotide catabolic process","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"pde9aa/cnp/pde8a",3
"GO:0014020","GO:0014020","primary neural tube formation","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"vaspb/arhgef19/vaspa",3
"GO:0014821","GO:0014821","phasic smooth muscle contraction","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"edn1/edn2/shroom4",3
"GO:0016556","GO:0016556","mRNA modification","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"dkc1/pus1/trub1",3
"GO:0019730","GO:0019730","antimicrobial humoral response","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"cxcl14/wfdc2/cxcl8a",3
"GO:0030032","GO:0030032","lamellipodium assembly","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"robo4/rac2/cyfip1",3
"GO:0032367","GO:0032367","intracellular cholesterol transport","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"npc1/stab1/npc2.1",3
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"ppp1r3cb/ppp1r3b/ppp1r3ca",3
"GO:0033750","GO:0033750","ribosome localization","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"ltv1/eif6/sdad1",3
"GO:0034334","GO:0034334","adherens junction maintenance","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"prnpb/jupa/ctnna1",3
"GO:0034694","GO:0034694","response to prostaglandin","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"ptger2b/nfe2l2a/keap1b",3
"GO:0035493","GO:0035493","SNARE complex assembly","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"vamp8/vamp5/si:ch73-234b20.5",3
"GO:0036089","GO:0036089","cleavage furrow formation","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"kif23/aurkb/dchs1b",3
"GO:0043330","GO:0043330","response to exogenous dsRNA","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"tnfa/ifnphi1/il1b",3
"GO:0043331","GO:0043331","response to dsRNA","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"tnfa/ifnphi1/il1b",3
"GO:0045743","GO:0045743","positive regulation of fibroblast growth factor receptor signaling pathway","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"extl3/sp8b/sp9",3
"GO:0048251","GO:0048251","elastic fiber assembly","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"mfap4.12/fbln5/mfap4.1",3
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"aurkb/ska3/ska2",3
"GO:0060971","GO:0060971","embryonic heart tube left/right pattern formation","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"nkd1/pierce1/furina",3
"GO:0060997","GO:0060997","dendritic spine morphogenesis","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"dbnla/si:dkey-40c11.2/dock10",3
"GO:0061842","GO:0061842","microtubule organizing center localization","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"pard3ab/mid1ip1b/dlgap5",3
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in protein catabolic process","3/4298","10/17744",0.3,1.23852954862727,0.426568726805103,0.450953514657663,0.828923038860507,0.718657434530872,"edn1/styx/fhit",3
"GO:0003260","GO:0003260","cardioblast migration","4/4298","14/17744",0.285714285714286,1.17955195107359,0.379970567167756,0.451150640806947,0.828923038860507,0.718657434530872,"slit2/robo1/snai1b/pdgfra",4
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","4/4298","14/17744",0.285714285714286,1.17955195107359,0.379970567167756,0.451150640806947,0.828923038860507,0.718657434530872,"adam8a/timp2b/adam17b/timp4.3",4
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","4/4298","14/17744",0.285714285714286,1.17955195107359,0.379970567167756,0.451150640806947,0.828923038860507,0.718657434530872,"aurkb/ccnb1/ska3/ska2",4
